State,Year,Month,Day,Rainfall (mm)
Selangor,2016,6,7,0.51
Selangor,2016,6,8,2.02
Selangor,2016,6,9,0.10
Selangor,2016,6,10,0.02
Selangor,2016,6,11,0.25
Selangor,2016,6,12,0.77
Selangor,2016,6,13,2.76
Selangor,2016,6,14,2.83
Selangor,2016,6,15,0.87
Selangor,2016,6,16,0.51
Selangor,2016,6,17,3.74
Selangor,2016,6,18,7.92
Selangor,2016,6,19,4.33
Selangor,2016,6,20,3.39
Selangor,2016,6,21,0.45
Selangor,2016,6,22,2.51
Selangor,2016,6,23,2.96
Selangor,2016,6,24,2.79
Selangor,2016,6,25,2.13
Selangor,2016,6,26,0.12
Selangor,2016,6,27,0.00
Selangor,2016,6,28,0.01
Selangor,2016,6,29,0.01
Selangor,2016,6,30,0.07
Selangor,2016,7,1,0.06
Selangor,2016,7,2,0.07
Selangor,2016,7,3,0.00
Selangor,2016,7,4,0.02
Selangor,2016,7,5,0.00
Selangor,2016,7,6,1.17
Selangor,2016,7,7,0.35
Selangor,2016,7,8,9.40
Selangor,2016,7,9,2.88
Selangor,2016,7,10,0.47
Selangor,2016,7,11,3.67
Selangor,2016,7,12,29.41
Selangor,2016,7,13,16.45
Selangor,2016,7,14,41.52
Selangor,2016,7,15,8.88
Selangor,2016,7,16,1.01
Selangor,2016,7,17,0.35
Selangor,2016,7,18,2.61
Selangor,2016,7,19,2.14
Selangor,2016,7,20,3.30
Selangor,2016,7,21,0.80
Selangor,2016,7,22,3.50
Selangor,2016,7,23,0.11
Selangor,2016,7,24,0.44
Selangor,2016,7,25,1.62
Selangor,2016,7,26,5.60
Selangor,2016,7,27,9.31
Selangor,2016,7,28,7.78
Selangor,2016,7,29,3.42
Selangor,2016,7,30,17.65
Selangor,2016,7,31,14.40
Selangor,2016,8,1,30.40
Selangor,2016,8,2,14.17
Selangor,2016,8,3,9.75
Selangor,2016,8,4,2.57
Selangor,2016,8,5,15.52
Selangor,2016,8,6,6.47
Selangor,2016,8,7,17.36
Selangor,2016,8,8,29.65
Selangor,2016,8,9,2.67
Selangor,2016,8,10,3.24
Selangor,2016,8,11,0.46
Selangor,2016,8,12,0.62
Selangor,2016,8,13,6.28
Selangor,2016,8,14,8.78
Selangor,2016,8,15,21.00
Selangor,2016,8,16,12.11
Selangor,2016,8,17,1.95
Selangor,2016,8,18,0.48
Selangor,2016,8,19,1.37
Selangor,2016,8,20,5.19
Selangor,2016,8,21,26.43
Selangor,2016,8,22,1.45
Selangor,2016,8,23,2.42
Selangor,2016,8,24,3.06
Selangor,2016,8,25,4.66
Selangor,2016,8,26,13.31
Selangor,2016,8,27,12.09
Selangor,2016,8,28,12.54
Selangor,2016,8,29,1.83
Selangor,2016,8,30,4.09
Selangor,2016,8,31,6.15
Selangor,2016,9,1,3.42
Selangor,2016,9,2,3.60
Selangor,2016,9,3,3.55
Selangor,2016,9,4,3.25
Selangor,2016,9,5,6.22
Selangor,2016,9,6,5.85
Selangor,2016,9,7,10.84
Selangor,2016,9,8,4.21
Selangor,2016,9,9,5.75
Selangor,2016,9,10,15.35
Selangor,2016,9,11,8.56
Selangor,2016,9,12,5.07
Selangor,2016,9,13,5.02
Selangor,2016,9,14,2.19
Selangor,2016,9,15,7.07
Selangor,2016,9,16,16.08
Selangor,2016,9,17,3.25
Selangor,2016,9,18,12.50
Selangor,2016,9,19,29.02
Selangor,2016,9,20,19.85
Selangor,2016,9,21,8.52
Selangor,2016,9,22,1.14
Selangor,2016,9,23,0.08
Selangor,2016,9,24,1.01
Selangor,2016,9,25,3.69
Selangor,2016,9,26,0.57
Selangor,2016,9,27,0.24
Selangor,2016,9,28,1.17
Selangor,2016,9,29,1.93
Selangor,2016,9,30,2.32
Selangor,2016,10,1,0.53
Selangor,2016,10,2,0.46
Selangor,2016,10,3,0.26
Selangor,2016,10,4,0.14
Selangor,2016,10,5,0.69
Selangor,2016,10,6,4.19
Selangor,2016,10,7,3.21
Selangor,2016,10,8,13.15
Selangor,2016,10,9,37.15
Selangor,2016,10,10,13.92
Selangor,2016,10,11,5.14
Selangor,2016,10,12,12.44
Selangor,2016,10,13,6.05
Selangor,2016,10,14,15.00
Selangor,2016,10,15,19.26
Selangor,2016,10,16,78.78
Selangor,2016,10,17,27.53
Selangor,2016,10,18,32.43
Selangor,2016,10,19,60.90
Selangor,2016,10,20,44.92
Selangor,2016,10,21,3.46
Selangor,2016,10,22,2.50
Selangor,2016,10,23,2.25
Selangor,2016,10,24,7.69
Selangor,2016,10,25,3.13
Selangor,2016,10,26,2.27
Selangor,2016,10,27,15.68
Selangor,2016,10,28,3.84
Selangor,2016,10,29,2.21
Selangor,2016,10,30,9.26
Selangor,2016,10,31,5.47
Selangor,2016,11,1,1.22
Selangor,2016,11,2,0.59
Selangor,2016,11,3,1.27
Selangor,2016,11,4,0.73
Selangor,2016,11,5,2.35
Selangor,2016,11,6,1.60
Selangor,2016,11,7,0.15
Selangor,2016,11,8,0.02
Selangor,2016,11,9,0.03
Selangor,2016,11,10,1.96
Selangor,2016,11,11,0.95
Selangor,2016,11,12,1.33
Selangor,2016,11,13,4.04
Selangor,2016,11,14,11.68
Selangor,2016,11,15,1.27
Selangor,2016,11,16,2.23
Selangor,2016,11,17,9.03
Selangor,2016,11,18,64.14
Selangor,2016,11,19,51.03
Selangor,2016,11,20,17.41
Selangor,2016,11,21,16.98
Selangor,2016,11,22,20.20
Selangor,2016,11,23,0.92
Selangor,2016,11,24,3.40
Selangor,2016,11,25,6.41
Selangor,2016,11,26,10.83
Selangor,2016,11,27,5.37
Selangor,2016,11,28,33.25
Selangor,2016,11,29,5.45
Selangor,2016,11,30,17.29
Selangor,2016,12,1,5.55
Selangor,2016,12,2,0.46
Selangor,2016,12,3,0.14
Selangor,2016,12,4,0.13
Selangor,2016,12,5,0.51
Selangor,2016,12,6,0.81
Selangor,2016,12,7,0.36
Selangor,2016,12,8,14.70
Selangor,2016,12,9,9.48
Selangor,2016,12,10,16.70
Selangor,2016,12,11,17.97
Selangor,2016,12,12,8.21
Selangor,2016,12,13,1.80
Selangor,2016,12,14,11.41
Selangor,2016,12,15,1.11
Selangor,2016,12,16,0.30
Selangor,2016,12,17,0.75
Selangor,2016,12,18,11.76
Selangor,2016,12,19,14.03
Selangor,2016,12,20,5.11
Selangor,2016,12,21,6.11
Selangor,2016,12,22,17.28
Selangor,2016,12,23,2.64
Selangor,2016,12,24,0.12
Selangor,2016,12,25,0.08
Selangor,2016,12,26,0.10
Selangor,2016,12,27,0.12
Selangor,2016,12,28,0.28
Selangor,2016,12,29,0.09
Selangor,2016,12,30,0.04
Selangor,2016,12,31,0.04
Selangor,2017,1,1,0.00
Selangor,2017,1,2,0.01
Selangor,2017,1,3,0.13
Selangor,2017,1,4,1.36
Selangor,2017,1,5,1.68
Selangor,2017,1,6,0.47
Selangor,2017,1,7,4.48
Selangor,2017,1,8,1.53
Selangor,2017,1,9,6.08
Selangor,2017,1,10,1.52
Selangor,2017,1,11,25.77
Selangor,2017,1,12,34.25
Selangor,2017,1,13,59.94
Selangor,2017,1,14,48.13
Selangor,2017,1,15,60.77
Selangor,2017,1,16,84.63
Selangor,2017,1,17,5.19
Selangor,2017,1,18,8.57
Selangor,2017,1,19,28.37
Selangor,2017,1,20,7.70
Selangor,2017,1,21,2.01
Selangor,2017,1,22,0.23
Selangor,2017,1,23,7.31
Selangor,2017,1,24,2.91
Selangor,2017,1,25,11.29
Selangor,2017,1,26,0.41
Selangor,2017,1,27,0.94
Selangor,2017,1,28,0.72
Selangor,2017,1,29,5.45
Selangor,2017,1,30,1.15
Selangor,2017,1,31,0.05
Selangor,2017,2,1,0.05
Selangor,2017,2,2,0.32
Selangor,2017,2,3,0.87
Selangor,2017,2,4,16.26
Selangor,2017,2,5,5.13
Selangor,2017,2,6,3.77
Selangor,2017,2,7,3.97
Selangor,2017,2,8,3.13
Selangor,2017,2,9,0.62
Selangor,2017,2,10,2.71
Selangor,2017,2,11,7.67
Selangor,2017,2,12,11.21
Selangor,2017,2,13,1.29
Selangor,2017,2,14,0.17
Selangor,2017,2,15,0.03
Selangor,2017,2,16,0.03
Selangor,2017,2,17,0.03
Selangor,2017,2,18,7.41
Selangor,2017,2,19,0.57
Selangor,2017,2,20,0.34
Selangor,2017,2,21,0.03
Selangor,2017,2,22,0.05
Selangor,2017,2,23,0.02
Selangor,2017,2,24,0.01
Selangor,2017,2,25,0.00
Selangor,2017,2,26,0.17
Selangor,2017,2,27,0.37
Selangor,2017,2,28,0.35
Selangor,2017,3,1,0.46
Selangor,2017,3,2,0.53
Selangor,2017,3,3,1.81
Selangor,2017,3,4,0.22
Selangor,2017,3,5,0.13
Selangor,2017,3,6,0.98
Selangor,2017,3,7,0.02
Selangor,2017,3,8,0.03
Selangor,2017,3,9,0.02
Selangor,2017,3,10,0.10
Selangor,2017,3,11,0.86
Selangor,2017,3,12,1.33
Selangor,2017,3,13,1.31
Selangor,2017,3,14,0.75
Selangor,2017,3,15,15.05
Selangor,2017,3,16,13.26
Selangor,2017,3,17,3.25
Selangor,2017,3,18,7.30
Selangor,2017,3,19,4.88
Selangor,2017,3,20,5.86
Selangor,2017,3,21,0.42
Selangor,2017,3,22,0.29
Selangor,2017,3,23,2.83
Selangor,2017,3,24,0.09
Selangor,2017,3,25,0.03
Selangor,2017,3,26,0.01
Selangor,2017,3,27,0.16
Selangor,2017,3,28,0.03
Selangor,2017,3,29,0.03
Selangor,2017,3,30,0.05
Selangor,2017,3,31,0.06
Selangor,2017,4,1,0.06
Selangor,2017,4,2,1.00
Selangor,2017,4,3,0.11
Selangor,2017,4,4,1.99
Selangor,2017,4,5,12.87
Selangor,2017,4,6,0.16
Selangor,2017,4,7,4.53
Selangor,2017,4,8,29.41
Selangor,2017,4,9,16.46
Selangor,2017,4,10,3.72
Selangor,2017,4,11,1.48
Selangor,2017,4,12,0.70
Selangor,2017,4,13,2.69
Selangor,2017,4,14,3.53
Selangor,2017,4,15,8.62
Selangor,2017,4,16,2.40
Selangor,2017,4,17,0.46
Selangor,2017,4,18,0.66
Selangor,2017,4,19,2.73
Selangor,2017,4,20,20.52
Selangor,2017,4,21,1.30
Selangor,2017,4,22,0.29
Selangor,2017,4,23,1.49
Selangor,2017,4,24,0.05
Selangor,2017,4,25,0.06
Selangor,2017,4,26,8.04
Selangor,2017,4,27,9.49
Selangor,2017,4,28,15.14
Selangor,2017,4,29,22.32
Selangor,2017,4,30,6.79
Selangor,2017,5,1,0.04
Selangor,2017,5,2,0.00
Selangor,2017,5,3,0.30
Selangor,2017,5,4,0.67
Selangor,2017,5,5,12.99
Selangor,2017,5,6,5.30
Selangor,2017,5,7,24.51
Selangor,2017,5,8,13.05
Selangor,2017,5,9,3.35
Selangor,2017,5,10,22.04
Selangor,2017,5,11,1.76
Selangor,2017,5,12,0.00
Selangor,2017,5,13,1.26
Selangor,2017,5,14,0.04
Selangor,2017,5,15,0.01
Selangor,2017,5,16,6.38
Selangor,2017,5,17,14.66
Selangor,2017,5,18,8.21
Selangor,2017,5,19,2.54
Selangor,2017,5,20,0.12
Selangor,2017,5,21,0.57
Selangor,2017,5,22,1.36
Selangor,2017,5,23,7.21
Selangor,2017,5,24,9.60
Selangor,2017,5,25,5.62
Selangor,2017,5,26,6.90
Selangor,2017,5,27,6.94
Selangor,2017,5,28,0.37
Selangor,2017,5,29,1.40
Selangor,2017,5,30,2.14
Selangor,2017,5,31,16.19
Selangor,2017,6,1,5.66
Selangor,2017,6,2,2.67
Selangor,2017,6,3,6.52
Selangor,2017,6,4,9.44
Selangor,2017,6,5,11.17
Selangor,2017,6,6,10.96
Selangor,2017,6,7,3.56
Selangor,2017,6,8,0.17
Selangor,2017,6,9,0.04
Selangor,2017,6,10,0.88
Selangor,2017,6,11,3.95
Selangor,2017,6,12,1.34
Selangor,2017,6,13,0.02
Selangor,2017,6,14,0.10
Selangor,2017,6,15,0.53
Selangor,2017,6,16,8.12
Selangor,2017,6,17,0.01
Selangor,2017,6,18,0.85
Selangor,2017,6,19,0.02
Selangor,2017,6,20,0.01
Selangor,2017,6,21,1.32
Selangor,2017,6,22,6.56
Selangor,2017,6,23,2.46
Selangor,2017,6,24,1.03
Selangor,2017,6,25,8.21
Selangor,2017,6,26,8.66
Selangor,2017,6,27,25.09
Selangor,2017,6,28,9.35
Selangor,2017,6,29,0.26
Selangor,2017,6,30,0.05
Selangor,2017,7,1,0.00
Selangor,2017,7,2,0.20
Selangor,2017,7,3,0.03
Selangor,2017,7,4,4.38
Selangor,2017,7,5,0.89
Selangor,2017,7,6,4.61
Selangor,2017,7,7,5.16
Selangor,2017,7,8,4.34
Selangor,2017,7,9,1.72
Selangor,2017,7,10,0.16
Selangor,2017,7,11,8.97
Selangor,2017,7,12,18.20
Selangor,2017,7,13,14.49
Selangor,2017,7,14,5.74
Selangor,2017,7,15,2.61
Selangor,2017,7,16,1.46
Selangor,2017,7,17,2.56
Selangor,2017,7,18,1.66
Selangor,2017,7,19,1.62
Selangor,2017,7,20,2.18
Selangor,2017,7,21,4.32
Selangor,2017,7,22,21.99
Selangor,2017,7,23,9.16
Selangor,2017,7,24,2.37
Selangor,2017,7,25,0.19
Selangor,2017,7,26,0.12
Selangor,2017,7,27,0.00
Selangor,2017,7,28,0.18
Selangor,2017,7,29,0.00
Selangor,2017,7,30,0.00
Selangor,2017,7,31,0.00
Selangor,2017,8,1,0.48
Selangor,2017,8,2,5.07
Selangor,2017,8,3,4.81
Selangor,2017,8,4,5.13
Selangor,2017,8,5,0.55
Selangor,2017,8,6,1.31
Selangor,2017,8,7,3.56
Selangor,2017,8,8,7.76
Selangor,2017,8,9,23.88
Selangor,2017,8,10,15.84
Selangor,2017,8,11,2.60
Selangor,2017,8,12,4.74
Selangor,2017,8,13,10.84
Selangor,2017,8,14,4.19
Selangor,2017,8,15,0.03
Selangor,2017,8,16,0.53
Selangor,2017,8,17,3.31
Selangor,2017,8,18,10.84
Selangor,2017,8,19,10.59
Selangor,2017,8,20,3.68
Selangor,2017,8,21,0.45
Selangor,2017,8,22,3.19
Selangor,2017,8,23,7.23
Selangor,2017,8,24,0.97
Selangor,2017,8,25,0.59
Selangor,2017,8,26,14.59
Selangor,2017,8,27,6.88
Selangor,2017,8,28,8.43
Selangor,2017,8,29,1.92
Selangor,2017,8,30,16.09
Selangor,2017,8,31,4.76
Selangor,2017,9,1,3.91
Selangor,2017,9,2,4.43
Selangor,2017,9,3,1.51
Selangor,2017,9,4,0.88
Selangor,2017,9,5,4.72
Selangor,2017,9,6,2.92
Selangor,2017,9,7,1.00
Selangor,2017,9,8,0.84
Selangor,2017,9,9,7.49
Selangor,2017,9,10,6.59
Selangor,2017,9,11,4.42
Selangor,2017,9,12,10.17
Selangor,2017,9,13,3.30
Selangor,2017,9,14,1.16
Selangor,2017,9,15,2.31
Selangor,2017,9,16,4.23
Selangor,2017,9,17,26.19
Selangor,2017,9,18,7.77
Selangor,2017,9,19,9.46
Selangor,2017,9,20,6.11
Selangor,2017,9,21,1.57
Selangor,2017,9,22,1.15
Selangor,2017,9,23,0.32
Selangor,2017,9,24,0.18
Selangor,2017,9,25,0.10
Selangor,2017,9,26,3.37
Selangor,2017,9,27,18.81
Selangor,2017,9,28,1.23
Selangor,2017,9,29,2.35
Selangor,2017,9,30,12.06
Selangor,2017,10,1,8.71
Selangor,2017,10,2,1.16
Selangor,2017,10,3,1.08
Selangor,2017,10,4,1.91
Selangor,2017,10,5,6.41
Selangor,2017,10,6,5.38
Selangor,2017,10,7,2.23
Selangor,2017,10,8,8.02
Selangor,2017,10,9,17.47
Selangor,2017,10,10,0.76
Selangor,2017,10,11,0.81
Selangor,2017,10,12,0.17
Selangor,2017,10,13,0.72
Selangor,2017,10,14,15.87
Selangor,2017,10,15,25.46
Selangor,2017,10,16,4.55
Selangor,2017,10,17,6.96
Selangor,2017,10,18,9.06
Selangor,2017,10,19,15.15
Selangor,2017,10,20,3.89
Selangor,2017,10,21,8.96
Selangor,2017,10,22,4.59
Selangor,2017,10,23,7.84
Selangor,2017,10,24,2.98
Selangor,2017,10,25,2.16
Selangor,2017,10,26,4.60
Selangor,2017,10,27,8.97
Selangor,2017,10,28,5.00
Selangor,2017,10,29,12.17
Selangor,2017,10,30,35.15
Selangor,2017,10,31,19.28
Selangor,2017,11,1,12.20
Selangor,2017,11,2,5.36
Selangor,2017,11,3,6.13
Selangor,2017,11,4,2.58
Selangor,2017,11,5,3.46
Selangor,2017,11,6,11.57
Selangor,2017,11,7,50.52
Selangor,2017,11,8,11.19
Selangor,2017,11,9,2.63
Selangor,2017,11,10,0.76
Selangor,2017,11,11,0.75
Selangor,2017,11,12,0.65
Selangor,2017,11,13,2.59
Selangor,2017,11,14,2.71
Selangor,2017,11,15,2.20
Selangor,2017,11,16,2.74
Selangor,2017,11,17,7.45
Selangor,2017,11,18,18.95
Selangor,2017,11,19,36.62
Selangor,2017,11,20,12.81
Selangor,2017,11,21,17.59
Selangor,2017,11,22,1.64
Selangor,2017,11,23,3.39
Selangor,2017,11,24,6.06
Selangor,2017,11,25,6.19
Selangor,2017,11,26,5.07
Selangor,2017,11,27,15.18
Selangor,2017,11,28,4.94
Selangor,2017,11,29,3.27
Selangor,2017,11,30,3.87
Selangor,2017,12,1,5.12
Selangor,2017,12,2,49.88
Selangor,2017,12,3,15.11
Selangor,2017,12,4,9.16
Selangor,2017,12,5,10.05
Selangor,2017,12,6,35.14
Selangor,2017,12,7,18.20
Selangor,2017,12,8,19.80
Selangor,2017,12,9,3.41
Selangor,2017,12,10,11.46
Selangor,2017,12,11,3.83
Selangor,2017,12,12,1.92
Selangor,2017,12,13,3.13
Selangor,2017,12,14,6.96
Selangor,2017,12,15,3.40
Selangor,2017,12,16,0.32
Selangor,2017,12,17,0.03
Selangor,2017,12,18,0.05
Selangor,2017,12,19,0.27
Selangor,2017,12,20,0.94
Selangor,2017,12,21,0.90
Selangor,2017,12,22,2.59
Selangor,2017,12,23,4.88
Selangor,2017,12,24,0.04
Selangor,2017,12,25,0.30
Selangor,2017,12,26,0.29
Selangor,2017,12,27,0.29
Selangor,2017,12,28,0.02
Selangor,2017,12,29,5.40
Selangor,2017,12,30,8.08
Selangor,2017,12,31,2.01
Selangor,2018,1,1,1.68
Selangor,2018,1,2,0.34
Selangor,2018,1,3,4.71
Selangor,2018,1,4,14.75
Selangor,2018,1,5,0.67
Selangor,2018,1,6,0.17
Selangor,2018,1,7,0.12
Selangor,2018,1,8,0.11
Selangor,2018,1,9,0.05
Selangor,2018,1,10,0.03
Selangor,2018,1,11,0.03
Selangor,2018,1,12,0.02
Selangor,2018,1,13,0.02
Selangor,2018,1,14,0.02
Selangor,2018,1,15,0.01
Selangor,2018,1,16,0.02
Selangor,2018,1,17,0.20
Selangor,2018,1,18,0.56
Selangor,2018,1,19,1.10
Selangor,2018,1,20,0.37
Selangor,2018,1,21,0.11
Selangor,2018,1,22,0.21
Selangor,2018,1,23,0.89
Selangor,2018,1,24,3.29
Selangor,2018,1,25,0.11
Selangor,2018,1,26,0.02
Selangor,2018,1,27,0.01
Selangor,2018,1,28,0.02
Selangor,2018,1,29,0.05
Selangor,2018,1,30,0.14
Selangor,2018,1,31,8.93
Selangor,2018,2,1,52.05
Selangor,2018,2,2,53.19
Selangor,2018,2,3,0.46
Selangor,2018,2,4,1.98
Selangor,2018,2,5,6.25
Selangor,2018,2,6,29.57
Selangor,2018,2,7,18.54
Selangor,2018,2,8,7.38
Selangor,2018,2,9,1.15
Selangor,2018,2,10,0.99
Selangor,2018,2,11,3.27
Selangor,2018,2,12,9.04
Selangor,2018,2,13,12.25
Selangor,2018,2,14,18.41
Selangor,2018,2,15,8.02
Selangor,2018,2,16,1.34
Selangor,2018,2,17,8.88
Selangor,2018,2,18,1.33
Selangor,2018,2,19,0.09
Selangor,2018,2,20,0.26
Selangor,2018,2,21,2.91
Selangor,2018,2,22,9.00
Selangor,2018,2,23,8.21
Selangor,2018,2,24,3.98
Selangor,2018,2,25,1.02
Selangor,2018,2,26,4.66
Selangor,2018,2,27,1.68
Selangor,2018,2,28,4.66
Selangor,2018,3,1,7.74
Selangor,2018,3,2,48.06
Selangor,2018,3,3,4.21
Selangor,2018,3,4,4.53
Selangor,2018,3,5,0.02
Selangor,2018,3,6,0.03
Selangor,2018,3,7,0.01
Selangor,2018,3,8,0.01
Selangor,2018,3,9,0.01
Selangor,2018,3,10,0.01
Selangor,2018,3,11,0.02
Selangor,2018,3,12,0.02
Selangor,2018,3,13,0.04
Selangor,2018,3,14,1.62
Selangor,2018,3,15,0.44
Selangor,2018,3,16,0.50
Selangor,2018,3,17,2.70
Selangor,2018,3,18,5.77
Selangor,2018,3,19,13.69
Selangor,2018,3,20,0.62
Selangor,2018,3,21,2.79
Selangor,2018,3,22,2.69
Selangor,2018,3,23,1.17
Selangor,2018,3,24,0.02
Selangor,2018,3,25,10.03
Selangor,2018,3,26,11.02
Selangor,2018,3,27,34.70
Selangor,2018,3,28,11.81
Selangor,2018,3,29,3.87
Selangor,2018,3,30,7.66
Selangor,2018,3,31,2.58
Selangor,2018,4,1,6.84
Selangor,2018,4,2,3.91
Selangor,2018,4,3,4.68
Selangor,2018,4,4,15.53
Selangor,2018,4,5,0.88
Selangor,2018,4,6,0.05
Selangor,2018,4,7,0.02
Selangor,2018,4,8,18.35
Selangor,2018,4,9,2.25
Selangor,2018,4,10,1.06
Selangor,2018,4,11,1.81
Selangor,2018,4,12,7.61
Selangor,2018,4,13,7.13
Selangor,2018,4,14,0.86
Selangor,2018,4,15,11.42
Selangor,2018,4,16,3.85
Selangor,2018,4,17,13.85
Selangor,2018,4,18,1.91
Selangor,2018,4,19,1.64
Selangor,2018,4,20,5.91
Selangor,2018,4,21,106.84
Selangor,2018,4,22,37.63
Selangor,2018,4,23,7.96
Selangor,2018,4,24,37.64
Selangor,2018,4,25,3.88
Selangor,2018,4,26,7.09
Selangor,2018,4,27,4.85
Selangor,2018,4,28,0.87
Selangor,2018,4,29,0.46
Selangor,2018,4,30,0.28
Selangor,2018,5,1,0.00
Selangor,2018,5,2,0.00
Selangor,2018,5,3,0.00
Selangor,2018,5,4,0.90
Selangor,2018,5,5,0.17
Selangor,2018,5,6,0.39
Selangor,2018,5,7,5.54
Selangor,2018,5,8,8.45
Selangor,2018,5,9,0.05
Selangor,2018,5,10,0.00
Selangor,2018,5,11,0.00
Selangor,2018,5,12,0.01
Selangor,2018,5,13,0.00
Selangor,2018,5,14,0.00
Selangor,2018,5,15,0.00
Selangor,2018,5,16,0.00
Selangor,2018,5,17,0.31
Selangor,2018,5,18,2.80
Selangor,2018,5,19,2.08
Selangor,2018,5,20,11.07
Selangor,2018,5,21,7.77
Selangor,2018,5,22,37.46
Selangor,2018,5,23,57.22
Selangor,2018,5,24,36.78
Selangor,2018,5,25,16.23
Selangor,2018,5,26,5.85
Selangor,2018,5,27,3.55
Selangor,2018,5,28,1.66
Selangor,2018,5,29,11.46
Selangor,2018,5,30,0.45
Selangor,2018,5,31,0.35
Selangor,2018,6,1,0.19
Selangor,2018,6,2,1.22
Selangor,2018,6,3,3.64
Selangor,2018,6,4,63.86
Selangor,2018,6,5,27.91
Selangor,2018,6,6,10.59
Selangor,2018,6,7,9.65
Selangor,2018,6,8,0.04
Selangor,2018,6,9,0.04
Selangor,2018,6,10,1.45
Selangor,2018,6,11,1.38
Selangor,2018,6,12,3.54
Selangor,2018,6,13,0.42
Selangor,2018,6,14,0.28
Selangor,2018,6,15,0.32
Selangor,2018,6,16,0.07
Selangor,2018,6,17,0.08
Selangor,2018,6,18,0.01
Selangor,2018,6,19,0.21
Selangor,2018,6,20,0.29
Selangor,2018,6,21,0.02
Selangor,2018,6,22,0.09
Selangor,2018,6,23,0.53
Selangor,2018,6,24,0.48
Selangor,2018,6,25,1.12
Selangor,2018,6,26,0.00
Selangor,2018,6,27,0.00
Selangor,2018,6,28,0.02
Selangor,2018,6,29,0.27
Selangor,2018,6,30,0.02
Selangor,2018,7,1,0.00
Selangor,2018,7,2,0.51
Selangor,2018,7,3,0.19
Selangor,2018,7,4,0.01
Selangor,2018,7,5,0.00
Selangor,2018,7,6,0.03
Selangor,2018,7,7,0.02
Selangor,2018,7,8,0.03
Selangor,2018,7,9,1.09
Selangor,2018,7,10,13.09
Selangor,2018,7,11,6.82
Selangor,2018,7,12,27.48
Selangor,2018,7,13,6.34
Selangor,2018,7,14,1.45
Selangor,2018,7,15,8.93
Selangor,2018,7,16,8.21
Selangor,2018,7,17,0.12
Selangor,2018,7,18,0.33
Selangor,2018,7,19,4.26
Selangor,2018,7,20,5.05
Selangor,2018,7,21,3.08
Selangor,2018,7,22,2.63
Selangor,2018,7,23,2.01
Selangor,2018,7,24,0.86
Selangor,2018,7,25,5.92
Selangor,2018,7,26,6.42
Selangor,2018,7,27,4.80
Selangor,2018,7,28,26.62
Selangor,2018,7,29,6.22
Selangor,2018,7,30,3.68
Selangor,2018,7,31,12.22
Selangor,2018,8,1,8.99
Selangor,2018,8,2,14.56
Selangor,2018,8,3,6.28
Selangor,2018,8,4,3.78
Selangor,2018,8,5,21.31
Selangor,2018,8,6,7.65
Selangor,2018,8,7,8.69
Selangor,2018,8,8,15.54
Selangor,2018,8,9,1.35
Selangor,2018,8,10,0.02
Selangor,2018,8,11,2.28
Selangor,2018,8,12,29.69
Selangor,2018,8,13,8.59
Selangor,2018,8,14,0.55
Selangor,2018,8,15,1.94
Selangor,2018,8,16,1.43
Selangor,2018,8,17,4.43
Selangor,2018,8,18,6.21
Selangor,2018,8,19,3.95
Selangor,2018,8,20,7.24
Selangor,2018,8,21,11.94
Selangor,2018,8,22,8.95
Selangor,2018,8,23,3.63
Selangor,2018,8,24,0.71
Selangor,2018,8,25,2.04
Selangor,2018,8,26,2.45
Selangor,2018,8,27,0.68
Selangor,2018,8,28,0.25
Selangor,2018,8,29,1.97
Selangor,2018,8,30,11.70
Selangor,2018,8,31,21.67
Selangor,2018,9,1,41.92
Selangor,2018,9,2,11.84
Selangor,2018,9,3,2.16
Selangor,2018,9,4,5.71
Selangor,2018,9,5,1.68
Selangor,2018,9,6,1.43
Selangor,2018,9,7,2.94
Selangor,2018,9,8,2.56
Selangor,2018,9,9,2.84
Selangor,2018,9,10,4.01
Selangor,2018,9,11,1.96
Selangor,2018,9,12,2.24
Selangor,2018,9,13,2.47
Selangor,2018,9,14,0.44
Selangor,2018,9,15,4.40
Selangor,2018,9,16,6.45
Selangor,2018,9,17,3.72
Selangor,2018,9,18,10.33
Selangor,2018,9,19,4.22
Selangor,2018,9,20,4.99
Selangor,2018,9,21,0.94
Selangor,2018,9,22,8.17
Selangor,2018,9,23,5.74
Selangor,2018,9,24,11.57
Selangor,2018,9,25,6.39
Selangor,2018,9,26,9.64
Selangor,2018,9,27,17.37
Selangor,2018,9,28,17.55
Selangor,2018,9,29,15.01
Selangor,2018,9,30,11.69
Selangor,2018,10,1,20.51
Selangor,2018,10,2,1.49
Selangor,2018,10,3,3.09
Selangor,2018,10,4,12.30
Selangor,2018,10,5,11.89
Selangor,2018,10,6,1.61
Selangor,2018,10,7,3.63
Selangor,2018,10,8,9.09
Selangor,2018,10,9,3.75
Selangor,2018,10,10,12.40
Selangor,2018,10,11,33.02
Selangor,2018,10,12,33.60
Selangor,2018,10,13,4.98
Selangor,2018,10,14,11.13
Selangor,2018,10,15,1.93
Selangor,2018,10,16,0.91
Selangor,2018,10,17,4.19
Selangor,2018,10,18,10.95
Selangor,2018,10,19,2.11
Selangor,2018,10,20,2.47
Selangor,2018,10,21,2.38
Selangor,2018,10,22,25.01
Selangor,2018,10,23,26.84
Selangor,2018,10,24,6.28
Selangor,2018,10,25,21.04
Selangor,2018,10,26,11.51
Selangor,2018,10,27,6.10
